problem_name;A*;
puzzle2x6-200.txt;0.614035;
puzzle3x4-200.txt;5.97334;
puzzle3x5-200.txt;8.8455;
puzzle4x5-200.txt;43.9395;
puzzle5x5-200.txt;21.5972;
